1451432102;51.9;19.1;17.9
1451432173;51.5;19.1;17.9
1451432222;51.4;19.1;17.9
1451432284;51.2;19.2;17.9
1451432346;51.0;19.2;17.9
1451432400;51.0;19.2;17.9
1451432464;50.9;19.2;17.9
1451432521;51.0;19.2;17.9
1451432584;51.0;19.2;17.9
1451432642;51.0;19.1;17.9
1451432702;51.0;19.2;17.9
1451432765;51.0;19.1;17.9
1451432827;51.0;19.2;17.9
1451432884;51.0;19.1;17.9
1451432942;51.1;19.2;17.9
1451433002;51.1;19.1;17.9
1451433062;51.1;19.1;17.9
1451433123;51.1;19.1;17.9
1451433180;51.2;19.1;17.9
1451433244;51.2;19.1;17.9
1451433303;51.2;19.1;17.9
1451433364;52.1;19.1;17.9
1451433422;51.2;19.1;17.9
1451433484;51.1;19.1;17.9
1451433542;51.1;19.1;17.9
1451433606;51.0;19.1;17.9
1451433663;51.0;19.1;17.9
1451433720;51.0;19.1;17.9
1451433780;50.9;19.0;17.8
1451433840;50.9;19.1;17.9
1451433901;50.7;19.0;17.8
1451433961;51.0;19.1;17.9
1451434026;51.0;19.1;17.9
1451434080;50.9;19.1;17.9
1451434143;50.8;19.0;17.8
1451434205;50.6;19.0;17.8
1451434262;50.8;19.0;17.8
1451434321;50.9;19.0;17.8
1451434384;50.8;19.0;17.8
1451434448;50.9;19.0;17.8
1451434500;50.9;19.0;17.8
1451434560;50.8;19.0;17.8
1451434624;50.8;19.0;17.8
1451434686;50.4;19.0;17.8
1451434741;50.4;19.0;17.8
1451434804;50.5;19.0;17.8
1451434861;50.5;18.9;17.7
1451434929;50.4;18.9;17.7
1451434984;50.6;18.9;17.7
1451435043;50.8;18.9;17.7
1451435100;50.8;18.9;17.7
1451435164;50.7;18.9;17.7
1451435224;50.5;18.9;17.7
1451435284;50.5;18.9;17.7
1451435342;50.4;18.8;17.6
1451435402;50.4;18.8;17.6
1451435462;50.5;18.9;17.7
1451435525;50.6;18.9;17.7
1451435582;50.5;18.8;17.6
1451435645;50.5;18.8;17.6
1451435702;50.4;18.8;17.6
1451435760;50.5;18.8;17.6
1451435820;50.5;18.8;17.6
1451435880;50.5;18.8;17.6
1451435940;50.4;18.8;17.6
1451436005;50.3;18.8;17.6
1451436063;50.3;18.8;17.6
1451436123;50.3;18.8;17.6
1451436183;50.3;18.8;17.6
1451436242;50.2;18.8;17.6
1451436302;50.3;18.8;17.6
1451436362;50.2;18.8;17.6
1451436425;50.3;18.8;17.6
1451436483;50.4;18.8;17.6
1451436542;50.3;18.8;17.6
1451436602;50.3;18.8;17.6
1451436664;50.3;18.7;17.6
1451436720;50.3;18.8;17.6
1451436783;50.3;18.8;17.6
1451436841;50.3;18.7;17.6
1451436906;50.3;18.7;17.6
1451436964;50.2;18.8;17.6
1451437022;50.2;18.7;17.5
1451437083;50.3;18.7;17.6
1451437142;50.2;18.7;17.5
1451437201;50.2;18.7;17.5
1451437262;50.2;18.7;17.5
1451437321;50.2;18.7;17.5
1451437383;50.2;18.7;17.5
1451437441;50.2;18.7;17.5
1451437501;50.2;18.7;17.5
1451437561;50.2;18.6;17.5
1451437622;50.2;18.6;17.5
1451437682;50.2;18.6;17.5
1451437745;50.2;18.6;17.5
1451437805;50.2;18.6;17.5
1451437865;50.2;18.6;17.5
1451437922;50.2;18.6;17.5
1451437984;50.2;18.6;17.5
1451438041;50.2;18.6;17.5
1451438104;50.2;18.6;17.5
1451438164;50.2;18.6;17.5
1451438221;50.2;18.6;17.5
1451438288;50.2;18.6;17.5
1451438340;50.2;18.6;17.5
1451438405;50.2;18.6;17.5
1451438462;50.2;18.6;17.5
1451438520;50.3;18.6;17.5
1451438582;50.3;18.6;17.5
1451438645;50.4;18.5;17.4
1451438705;50.4;18.5;17.4
1451438764;50.4;18.5;17.4
1451438821;50.4;18.5;17.4
1451438880;50.4;18.5;17.4
1451438942;50.5;18.6;17.5
1451439002;50.4;18.5;17.4
1451439060;50.4;18.5;17.4
1451439123;50.5;18.5;17.4
1451439187;50.5;18.5;17.4
1451439245;50.4;18.5;17.4
1451439302;50.5;18.5;17.4
1451439362;50.5;18.5;17.4
1451439425;50.6;18.5;17.4
1451439480;50.6;18.5;17.4
1451439542;50.4;18.4;17.3
1451439605;50.5;18.5;17.4
1451439664;50.5;18.5;17.4
1451439725;50.6;18.5;17.4
1451439780;50.6;18.5;17.4
1451439842;50.5;18.4;17.3
1451439905;50.5;18.4;17.3
1451439962;50.5;18.4;17.3
1451440025;50.5;18.4;17.3
1451440085;50.5;18.4;17.3
1451440142;50.5;18.4;17.3
1451440204;50.5;18.4;17.3
1451440263;50.5;18.4;17.3
1451440324;50.7;18.4;17.3
1451440383;50.6;18.3;17.3
1451440446;50.6;18.4;17.3
1451440503;50.6;18.4;17.3
1451440560;50.6;18.4;17.3
1451440623;50.6;18.4;17.3
1451440688;50.7;18.4;17.3
1451440743;50.7;18.4;17.3
1451440800;50.7;18.4;17.3
